,isocode,period,stock_topic_0,stock_topic_1,stock_topic_2,stock_topic_3,stock_topic_4,stock_topic_5,stock_topic_6,stock_topic_7,stock_topic_8,stock_topic_9,stock_topic_10,stock_topic_11,stock_topic_12,stock_topic_13,stock_topic_14,tokens,stock_tokens
11,AFG,201012,0.0159960909208466,0.0332343509793079,0.1579072462025034,0.03135651720547,0.0574279926444168,0.0265329096289551,0.1403659828079483,0.0565614796960948,0.0253572037912023,0.0040888208885363,0.0268329011692171,0.0430305697935254,0.0957678781950093,0.0771523008905604,0.2083877548974776,36040.0,189653.62278912423
12,AFG,201101,0.0154646030516929,0.0330562404732999,0.1566852034417456,0.0301331286739909,0.055452260586704,0.0295443875625312,0.1360620266912021,0.0553514618459084,0.0264485390214824,0.0040721882537348,0.0286647215897279,0.0434147048192144,0.0911584209929418,0.0796093515514475,0.2148827607129229,28264.0,179986.89823129942
13,AFG,201102,0.0154621536858694,0.0335911144882729,0.1615603054963238,0.0290337481849905,0.0558390405479125,0.0296281726263088,0.1295091147524862,0.0568861012226741,0.027510466195252,0.0040485483043916,0.0307555885918861,0.0430393430405548,0.0909721512164167,0.0780960474987819,0.2140681034644008,19576.0,163565.51858503954
14,AFG,201103,0.0142804813693181,0.0491926508892215,0.1717828609350645,0.0313426111027898,0.0517332411456613,0.0285360535269398,0.1113028245561537,0.0583790324668534,0.03557404929255,0.0049510685209509,0.0277563005827534,0.0484301058952473,0.0833648765009608,0.0892701871551205,0.1941036557488734,42094.0,172946.41486803163
15,AFG,201104,0.01352871429309,0.0595405158903515,0.1814546292756564,0.0335454168467559,0.0456811747322263,0.0274280194667995,0.0999829515885792,0.0613411245230504,0.0444440255258037,0.0051985518954256,0.0263460185634574,0.0539376520421688,0.0740002715486082,0.093571666291077,0.1799992678950904,36839.0,175196.1318944253
16,AFG,201105,0.0125300724705289,0.0668088248199653,0.1922517246618387,0.0339272849486265,0.0424719989547527,0.025674169343224,0.0956251104080765,0.0603998128894041,0.0481322151049818,0.0052870705748397,0.0234286482462361,0.05518061175343,0.0691357446654945,0.0994789950715057,0.1696677161365442,46519.0,186675.90551554025
17,AFG,201106,0.011386815338822,0.0671623916397239,0.1935878494243071,0.0348673793730904,0.0412635280879871,0.0249219072104577,0.1010477340661,0.0576216862810509,0.0474928322148573,0.0057268840617003,0.0232123936080435,0.0573753319358666,0.064668892704341,0.1056290210211368,0.1640353529209073,54690.0,204030.7244124322
18,AFG,201107,0.0121600577538813,0.0699222252730188,0.1997865913049493,0.0363784968761264,0.0397126859296439,0.0246597791942529,0.0961775539112842,0.058464624307915,0.049636643196508,0.0059601132007083,0.0230402803052874,0.0611468205111358,0.0601759325947316,0.1034565772114719,0.1593216188595014,45766.0,208990.57952994577
19,AFG,201108,0.0120441907508353,0.074917783530885,0.2132803590863056,0.0374774330772388,0.0375188908376758,0.025059093488463,0.087683023566651,0.0602461608293265,0.0531491223269226,0.0065338104692681,0.0227292042831998,0.0629520589114547,0.0575237928821346,0.0999914557386774,0.1488936204263505,35360.0,202552.46362395663
20,AFG,201109,0.012014084181148,0.0724238089297396,0.2190030427278162,0.0371165243751493,0.0379359188421826,0.0243862681763276,0.085210721155002,0.0603230116373546,0.0572859762458874,0.0064242241699416,0.0211168370137241,0.0659826271324864,0.0598670979080256,0.0935601492273788,0.1473497087403151,45903.0,207944.9708991653
21,AFG,201110,0.011245211804316,0.0755686697996963,0.2170553061959425,0.0356571323596509,0.0375541530066778,0.0241421465128613,0.0854710477807277,0.0596715482943686,0.0575411664790921,0.0062987576703613,0.0199765799210415,0.0684981867756004,0.0593521793292506,0.097132626625079,0.1448352893354793,50207.0,216562.97671933228
22,AFG,201111,0.011319080702074,0.0768712583204701,0.2104806151627,0.0354867602038614,0.0354410406515685,0.0244498823307312,0.0832322601858769,0.0578453848167587,0.058189151106092,0.0061916014494939,0.0217621849106823,0.0696903038576811,0.0561163459035265,0.1044577437809868,0.1484663883522318,37627.0,210877.38137546583
23,AFG,201112,0.0108708295661877,0.0792912968927111,0.211025860840539,0.0350343056517831,0.0343756783684983,0.0260435451227062,0.0819870891433628,0.0562596800068021,0.0616152943214156,0.0063719223465914,0.0224980158262709,0.0702364670921253,0.0548770227246483,0.1050668883766541,0.1444461048844401,44101.0,212802.90510037268
24,AFG,201201,0.0106693695271159,0.0846458582254764,0.2138401212832468,0.0362368227365367,0.0368422400634558,0.0276147963796075,0.0774959458738764,0.0595660159359451,0.062430182528152,0.006414575332555,0.0216821606256288,0.0698769389802883,0.0521673937877026,0.1030272556218343,0.1374903241335972,37541.0,207783.32408029816
25,AFG,201202,0.0108651312683829,0.0840934387031158,0.209844162108423,0.0365438115390245,0.0370692938075142,0.0263499926865512,0.0801806427060262,0.061500095171064,0.0648747145315728,0.0064227839693622,0.0199662941716814,0.0694324691304675,0.0539506722464513,0.1049208511550656,0.1339856473945318,40637.0,206863.6592642385
26,AFG,201203,0.0125816455965459,0.0841263052568528,0.2130660452223396,0.03605787999104,0.0380009939699191,0.0255186665428995,0.0838929539444888,0.065964750282646,0.0639093557505528,0.006271479154826,0.0196934778764488,0.0652007369543308,0.0565398582211499,0.0984618242206156,0.1307140272384956,45454.0,210944.92741139085
27,AFG,201204,0.0124503004441322,0.0858405626311767,0.2149690291075118,0.0372073084544276,0.0392050156230024,0.0244875357710862,0.0813289311846106,0.0645077976714471,0.0639889625778454,0.006583079472225,0.0198491132090052,0.0660081011184027,0.0544787786581356,0.098435954907505,0.1306595294308535,34709.0,203464.94192911268
28,AFG,201205,0.0129331537492603,0.082764983021851,0.2048875677097997,0.0382040092745836,0.0411662910744293,0.0235915180516869,0.0862970288604784,0.0611871599577315,0.0621198473469223,0.0063720943738742,0.0199380495817931,0.0638850407991391,0.052519345309201,0.1029282059854155,0.1412057051620626,38194.0,200965.9535432901
29,AFG,201206,0.0126462559495487,0.0828516400561353,0.2042739240334619,0.0382731163824099,0.0407015366183139,0.0253599961149309,0.0829272182318921,0.0600552805468179,0.0621303603555296,0.0067689764547856,0.0206070681078132,0.0623483910713219,0.0529683814656648,0.1077108913844515,0.1403769634448267,29849.0,190621.76283463213
30,AFG,201207,0.012896563652635,0.0815917059476478,0.2055058455469195,0.0393693754839445,0.0410002889163789,0.0250163172444615,0.0823859876884211,0.0593788622724005,0.0624697614127402,0.0066339703473653,0.0219043321366247,0.0634602825520295,0.049945319984096,0.1111761194250258,0.1372652677730579,30298.0,182795.4102677057
31,AFG,201208,0.0137997381665704,0.0798460676531212,0.2190568633049902,0.0390271333034707,0.0412279450003668,0.0248023408126389,0.0823373966459989,0.0588993927890828,0.0655299413442974,0.0069911186274864,0.0214395695185485,0.0634036687478083,0.0488009639617736,0.1045064654000741,0.1303313955567737,27576.0,173812.32821416456
32,AFG,201209,0.0128501823737704,0.0799872584034505,0.2271413734433917,0.0403099810471813,0.0406163293102026,0.0240314519042913,0.0788054185143008,0.0598927464804242,0.0699052731493202,0.0073501379963646,0.0198232245732236,0.0644311550295853,0.0495527170411589,0.1004971618257178,0.1248055890372786,38860.0,177909.86257133164
33,AFG,201210,0.012224452952943,0.0823293566594606,0.2270322317345359,0.0406510839915288,0.0387836299490682,0.0240518164450345,0.0784130364182725,0.0599892302208316,0.0699631565108739,0.0074426174878418,0.0199400989188794,0.0652183031172367,0.0508254245387043,0.0972993770887029,0.1258361842186434,38199.0,180526.8900570653
34,AFG,201211,0.0111683901427312,0.0827049272230617,0.2237535309772989,0.0421634629766838,0.0373475675663643,0.0248511688414254,0.0752006201568624,0.0633435565883862,0.0697438794067812,0.0075689406379797,0.0217910987101944,0.0670456067616669,0.0485219105619049,0.0989436047330588,0.1258517341810051,38297.0,182718.51204565223
35,AFG,201212,0.010068592084941,0.0861099708607548,0.2187733402782936,0.0414369192174656,0.0357571128997604,0.0246519665139052,0.070764750905426,0.0651894945279186,0.0689025444846307,0.0070955517281413,0.0206795039601496,0.0686526126739197,0.0472577842639325,0.1042630885443664,0.13039676669841,40184.0,186358.80963652185
36,AFG,201301,0.0094131749397382,0.0875304905365862,0.2185520274861055,0.0421821621896427,0.0361252829040393,0.0245519199501125,0.0745719915520569,0.0650879322102672,0.070058181909703,0.0069615862657636,0.0203202396317717,0.0683142649436361,0.0455846463822929,0.1015251285073728,0.1292209705789682,34131.0,183218.04770921747
37,AFG,201302,0.0088940646438234,0.0896049041243545,0.214672434277453,0.0420975398117539,0.0358538544461796,0.0251149439603289,0.0726489460035703,0.0658706434379216,0.0705578279390799,0.006749582364017,0.0202074306738009,0.069431414835329,0.0443371779792578,0.1017959836425682,0.1321632517939091,30064.0,176638.43816737397
38,AFG,201303,0.0084672539710121,0.0938025267928197,0.2080738944572573,0.042307246651136,0.0364448701661537,0.0277182025825599,0.0706732672143341,0.0680540723438017,0.0717371530894942,0.0068971048169848,0.0209656925012755,0.0673614201140536,0.0427357161429856,0.099350348443418,0.1354112306308737,33304.0,174614.75053389918
39,AFG,201304,0.0083076905942969,0.09593296685784,0.2094337238269307,0.0422804201379957,0.0362490512390962,0.0278553012956568,0.0671753376303861,0.064875466895979,0.0713979538486361,0.0068457237159633,0.0200462272094168,0.0678737216542735,0.0431177832914865,0.1004041124074498,0.1382045192043531,32148.0,171839.8004271193
40,AFG,201305,0.0082176273144963,0.0938087808896396,0.2148485983489241,0.0425695567779105,0.0374866426859162,0.0272900686310012,0.0655643421429002,0.0633864500231701,0.0708645785615812,0.0065734313593924,0.018731896189673,0.0681477739148073,0.0423260769842552,0.098396661982534,0.1417875140622882,37853.0,175324.84034169547
41,AFG,201306,0.0080771309310566,0.0913518547082654,0.2160442885871633,0.0458934050671211,0.0370918989985586,0.0264962122583041,0.0646371653220612,0.0628269945172214,0.0715893567406357,0.0065634040400878,0.0176503564789665,0.0667445725294264,0.04171747188848,0.0963363792627582,0.1469795080950379,31942.0,172201.8722733564
42,AFG,201307,0.0074237422640846,0.0887961486395922,0.2066212271069168,0.0505640707589194,0.0353651225362569,0.0265043412488226,0.0700700665115692,0.0609081904237866,0.0706579816404583,0.0065114529727384,0.0177456189097347,0.065798616421955,0.0399003028680806,0.0998119069982298,0.1533212107196792,29683.0,167444.4978186851
43,AFG,201308,0.0087653791825263,0.0889051050689452,0.2047524613154044,0.0498155725783799,0.0349568411141445,0.0276017556066793,0.0666597539148974,0.0590201001817857,0.0724522756235818,0.0067819359391144,0.0171563314673863,0.0653492421472243,0.0404669673628174,0.1043502558356269,0.1529660224420555,24689.0,158644.5982549481
44,AFG,201309,0.0105563766310791,0.0878294136340583,0.2015262645578235,0.0532348656844965,0.0328807445164739,0.0281174348101245,0.0627899110897519,0.0579487316914512,0.0755313075015023,0.0071101563396736,0.0175374858099388,0.0664237981357935,0.0407005898342841,0.1077270361503002,0.1500858825583696,25726.0,152641.67860395848
45,AFG,201310,0.0108846788377009,0.0850364073828303,0.196290496859187,0.0575783597344673,0.0323979404399675,0.0269083881854247,0.0660719612241924,0.0588216750898275,0.0762852983104325,0.0077295964683818,0.0163929471828133,0.0664791782470307,0.0384481266264766,0.1084337385672263,0.1522412060879502,24691.0,146804.3428831668
46,AFG,201311,0.0101011960146345,0.0821194990806386,0.1917678471041818,0.0575937642459817,0.0329975424973674,0.0268180152274744,0.0670566561162998,0.0578764576304516,0.0750399218419561,0.0083154821373471,0.0167782601032654,0.0660865795788015,0.0379084968048505,0.1157594272539587,0.1537808537185318,25920.0,143363.47430653346
47,AFG,201312,0.0091264278992232,0.0830259430672351,0.182173300857898,0.0562302694208501,0.0338819688284004,0.02934256626041,0.0663529369271459,0.0558965214368554,0.072347093290357,0.0088553699994279,0.0179686802441029,0.0659288769236548,0.0380347982886649,0.1228096270420458,0.1580256191016862,28908.0,143598.77944522677
48,AFG,201401,0.0086003939952565,0.0855233986802375,0.186869782711996,0.0559264086733737,0.0325495329530611,0.0275869668395587,0.0658060155304851,0.0567350069525282,0.0706589919059512,0.0082877359522377,0.0202413471965538,0.062761029431749,0.0414045017160159,0.1160717102690111,0.160977177219535,35965.0,150844.0235561814
49,AFG,201402,0.0085734644905131,0.085292873784867,0.1878778116081541,0.0598468847261016,0.0313979349894846,0.0264485828617866,0.0688046465761678,0.055934467598628,0.0708398394882539,0.0084542385399191,0.0194257230900188,0.0625639486280237,0.0392633381284271,0.1168323374017845,0.158443907846792,28546.0,149221.21884494514
50,AFG,201403,0.0082530026514459,0.0824717921881863,0.1958670761144686,0.0644392743299648,0.030468994332799,0.0254247069461196,0.067899807136873,0.0554049537367595,0.073892099753625,0.0084841476978071,0.0183405293939042,0.0618629912441134,0.0430639619815755,0.1109019593646064,0.1532247032888634,28750.0,148126.9750759561
51,AFG,201404,0.0082388847661499,0.0860312461764485,0.1973480759267045,0.0740731093994005,0.0283144881589079,0.0253316498140253,0.0687478719195404,0.0555596988744997,0.0721536103663457,0.0086763082087547,0.0178852100028421,0.0640704424394188,0.0465104470199509,0.1038801421791367,0.143178815133895,27838.0,146339.5800607649
52,AFG,201405,0.0093444506876966,0.0909220164843001,0.2064884185926678,0.0755755612621065,0.028511935801816,0.0248044482923473,0.067949576792675,0.0551130857385022,0.069549744246624,0.0085610615174278,0.0178524323855795,0.0628793627014854,0.0441855453713436,0.1003016733480536,0.137960686819651,30776.0,147847.66404861194
53,AFG,201406,0.0093842608154413,0.0871578752361837,0.2122934686813767,0.0827902650150701,0.0302960570208048,0.0237090029029305,0.0691093183435402,0.0551525805190371,0.0680532171405274,0.0083952078612245,0.0172509152407519,0.062787367690813,0.0477773627086088,0.0960691726611653,0.1297739280100275,27676.0,145954.13123888956
54,AFG,201407,0.0092149679909134,0.0849415559005719,0.2240120595159005,0.0873163141293699,0.0288680969390975,0.0227598859365273,0.0711428260584201,0.0552403556708175,0.0696013193798266,0.0076905722510548,0.0177155413392254,0.0658040799670379,0.0445522926393773,0.090122320059577,0.1210178119035249,26842.0,143605.30499111165
55,AFG,201408,0.0091861075689074,0.0841480634419615,0.2311580555791892,0.0871560649226972,0.029394844422593,0.0222824276465211,0.0707766490023191,0.0568618018507942,0.0705870801461032,0.0077452304694703,0.0168575463725153,0.0674278793122978,0.0417326452123913,0.0844414350252888,0.1202441681650044,27840.0,142724.24399288933
56,AFG,201409,0.0099044206821709,0.0821389483305231,0.2209463186433104,0.0883376177237286,0.0290192122042564,0.0215666189936471,0.0727835108863834,0.0553742445153696,0.0726701175107393,0.0080368524834027,0.0172933909076352,0.0686818406337089,0.0420451951352847,0.0879242344233522,0.1232774759821075,25095.0,139274.39519431145
57,AFG,201410,0.0095179543719277,0.0802866283033327,0.2132404839974927,0.0798844358439548,0.0275085782420889,0.0226707039674123,0.0702758477532561,0.0595351702702879,0.0774854992422649,0.0093429318841831,0.0199558275205152,0.0681554901987764,0.0406991734190762,0.1016252779234847,0.1198159967163745,31124.0,142543.51615544915
58,AFG,201411,0.0095377396929259,0.0786838230048,0.2110715535979994,0.0727694186762688,0.0263614807430788,0.0229448829021112,0.0665607907423535,0.0629712733067509,0.0776592630276767,0.0096059243238983,0.0212901856390693,0.0713160382193272,0.0424916130720077,0.1090071323845189,0.1177288804647185,32163.0,146197.81292435934
59,AFG,201412,0.009193378295158,0.0820699380908725,0.2114031142857936,0.0677938765414234,0.0281043357399155,0.0231207849262981,0.0644701121601238,0.0625794460479858,0.0760275168105951,0.0093786873396298,0.0206178459797799,0.0749045494458356,0.0419990552942982,0.1069476460029061,0.1213897131399966,31100.0,148058.25033948748
60,AFG,201501,0.0091752625788859,0.0831635775370939,0.2168693392283303,0.0657324141993278,0.0269194133285468,0.0239856936765301,0.0613718203941697,0.063582239385327,0.0792098942497094,0.0093138403934513,0.0192780332841199,0.0757335962419027,0.0398917840279878,0.1041217380285063,0.1216513535038481,25648.0,144094.60027159
61,AFG,201502,0.0124822591051014,0.0824675059601727,0.2105096254651558,0.0620889107257782,0.0264572295868017,0.0237633801834633,0.0649367479154094,0.0606410373567022,0.0808555835410577,0.0087183539771764,0.0178307061438674,0.0781434922049745,0.0385888732092139,0.1072947135435867,0.1252215811501233,26090.0,141365.68021727202
62,AFG,201503,0.0113264005620471,0.085596700761271,0.2111269788309665,0.0599002404228933,0.0248347077055142,0.0235997797226679,0.0688576355428285,0.0618410503156725,0.084062854570688,0.0085879804717258,0.017428893267398,0.0777212796186224,0.0405604449936772,0.1030335939591842,0.1215214592631024,20809.0,133901.54417381762
63,AFG,201504,0.0100864516318223,0.0898658547254856,0.2137422477158684,0.0582782734598914,0.0221803953391189,0.023778608651105,0.0633455557884351,0.0620058225097466,0.0863793058238184,0.0084310539362942,0.0173616018635138,0.0791850638998575,0.0393356412797652,0.1049194067537466,0.1211047166713026,23165.0,130286.2353390541
64,AFG,201505,0.0093143291780581,0.0898363363760967,0.2086718503052091,0.0556536058580887,0.0211052153540702,0.0258706153302095,0.0609145178925229,0.0597126655855628,0.0848790450083551,0.0081739982372848,0.0173171190589923,0.0813995462655474,0.0395480774299143,0.1120605737355032,0.1255425047214569,25699.0,129927.98827124327
65,AFG,201506,0.008635928565234,0.090174472854539,0.2056846755523252,0.0572833801072388,0.021337367255058,0.0266919997148101,0.0627950813474815,0.0576836969726973,0.0852354421190734,0.008473967825328,0.0181334522376857,0.0814119597582399,0.0393569647291346,0.1097820517939405,0.1273195589560306,19826.0,123768.39061699464
66,AFG,201507,0.0081738852866426,0.0883286441975493,0.2141439071063104,0.0542429279509852,0.0210177871593503,0.0259112642896841,0.0649268974956121,0.0559859847338501,0.0889904030311053,0.0086221526587583,0.0181823283064328,0.0811616823927636,0.038279443676176,0.1064569904176426,0.1255757011837522,19452.0,118466.71249359573
67,AFG,201508,0.0075148129576145,0.0856219373043099,0.2176827446777595,0.0495851498057958,0.0192551752605325,0.0271512620063753,0.0640459148274447,0.0551708349453908,0.090624264167817,0.0089285058419919,0.0176049466825667,0.0825798728895464,0.0377505914371417,0.1040678993553365,0.132416088407166,26199.0,120972.3699948766
68,AFG,201509,0.0065548433444244,0.0857424994086555,0.2063929362621671,0.0483328763819487,0.0181017058803268,0.0290097370149665,0.0629389666435125,0.0533860087976892,0.0907926224842307,0.0083244702859842,0.019660581473239,0.0836886352537613,0.0374872795145925,0.1117471960169773,0.1378396422030458,23763.0,120540.89599590129
69,AFG,201510,0.0074629902686649,0.0832191741342028,0.2126010498440131,0.0464323940037249,0.0246801019159298,0.0265030620414998,0.0755361217983292,0.0494118152349956,0.0855684715218362,0.0081986477460983,0.0192673310917785,0.0841404578874381,0.037298234983863,0.1009920724015559,0.138688076060178,29888.0,126320.71679672104
70,AFG,201511,0.0065553751301424,0.0885932090152161,0.2192327819719516,0.0472070273616467,0.0227689406449928,0.027680081780667,0.0654376573345537,0.0516642770388685,0.0873013324800758,0.0083889012214199,0.0209046375604575,0.0863527421681024,0.0331681351888757,0.1029486693202504,0.1317962329491906,27483.0,128539.57343737682
71,AFG,201512,0.0069939450155575,0.0870925697860334,0.2247645191246821,0.0459908620491443,0.0231334911938284,0.0294200360772896,0.062561386186717,0.04966653810007,0.084811447128572,0.0083346694946583,0.0207988043778953,0.087058246541495,0.0337658851962044,0.1060590233835692,0.1295485779661723,37307.0,140138.65874990146
72,AFG,201601,0.0085318315188437,0.089342713734285,0.2296098275293465,0.0462953054521984,0.0216588378968539,0.033168730816945,0.0575510405802116,0.0483980545138795,0.086042923840973,0.0084718304225947,0.0203978902212301,0.0856171254867079,0.0327354574251044,0.1102337632187552,0.1219446687970794,53615.0,165725.92699992115
73,AFG,201602,0.0076183608445903,0.089075750958343,0.2424710215524851,0.0411307498307926,0.0213837397071761,0.0327553399632154,0.0547672538809942,0.0477119345313068,0.0856781965182756,0.0085400368050988,0.0195079964083432,0.0892055548380551,0.0309005098711227,0.1070265069582703,0.1222270485081737,52554.0,185134.7415999369
74,AFG,201603,0.0094185093134909,0.0916581279841065,0.2428713363022435,0.0415331478993629,0.0206507087809726,0.031687489636204,0.0508167267187527,0.04806524885816,0.0883420046107182,0.0084021073045722,0.0191189384971501,0.0906728861196315,0.0337192636039981,0.1052609025046654,0.1177826032292623,43588.0,191695.79327994955
75,AFG,201604,0.0091196407918459,0.0909308023896322,0.2417280964063765,0.0414936161535678,0.0189512945450563,0.0309562371316906,0.0471338016961103,0.0498983347499398,0.0918019790745769,0.0089151630480022,0.0171172102799601,0.0915930765700114,0.0326953370369111,0.1054336976740516,0.1222317136632486,53627.0,206983.63462395963
76,AFG,201605,0.0082631938037828,0.0917674707803415,0.2370214212781821,0.0402162477463261,0.0192405171885181,0.0333468650095113,0.0466388016300915,0.0515124507332092,0.0928139702919376,0.009017991806718,0.0185313333045684,0.0923765149983296,0.0307342742384889,0.1056350521797547,0.1228838953827286,52911.0,218497.90769916773
77,AFG,201606,0.0072153918804018,0.0880338637974035,0.2322402245937083,0.0396896491187043,0.0188775325411438,0.0352755941881443,0.0471489349892879,0.0538523572228108,0.0903461175144183,0.0085951822955555,0.0196322382842344,0.0940521721147575,0.0328931197018129,0.1088838080807582,0.1232638138454705,61386.0,236184.3261593342
78,AFG,201607,0.0067675646158376,0.0851200711589767,0.2350137196103826,0.0400959346591133,0.0208399523502909,0.0330510716397813,0.047434701875297,0.0554735056878895,0.0929023202935656,0.0080307282442976,0.0191837833006582,0.093230104187952,0.033586804757392,0.1047026815491032,0.1245670558981331,53914.0,242861.46092746736
79,AFG,201608,0.0070072234263665,0.0880325416674742,0.2422158582049325,0.0398229637524912,0.0199297563964166,0.032800542949891,0.0439014729538334,0.0539495866760097,0.0901535387815489,0.0084391560026932,0.0190323774523371,0.0941397262563631,0.0376129373831613,0.1038975034913841,0.1190648142994255,48937.0,243226.1687419739
80,AFG,201609,0.0063281625637426,0.0848375670104286,0.2401182106838553,0.0416571377171038,0.0181208369127275,0.0333916426513287,0.0443689711929392,0.0530584738493174,0.092644241258775,0.007967254101329,0.0196304074584746,0.0972034791014143,0.0380956681709724,0.104460677921128,0.1181172691983243,47780.0,242360.9349935792
81,AFG,201610,0.0061800048853492,0.083845834036244,0.2441146589518099,0.041616756227226,0.0176566804533098,0.0325836379874871,0.0448975064518317,0.0520942443063581,0.0926121103309361,0.0077294044162257,0.0202712919177593,0.0987067850047081,0.0364046239472539,0.1001799354819116,0.1211065254319792,27128.0,221016.7479948633
82,AFG,201611,0.0056395521140137,0.081084150342353,0.2341172881277542,0.0473402224420825,0.0159560240478174,0.0337249851059809,0.0483529229344562,0.0526827581676122,0.0930152798607888,0.0073890214500836,0.0200924272086785,0.0984072806706805,0.0342473531074723,0.0995049309981531,0.1284458029816996,40782.0,217595.39839589063
83,AFG,201612,0.0052183218386615,0.0828803129353062,0.2204090857582714,0.0487853080375536,0.0149357518030842,0.0331576901226184,0.0507345213026544,0.0538194508345233,0.0922050394074171,0.0075589000603912,0.0208658407461839,0.0975808882374715,0.0350646453178959,0.1047710285121955,0.132013214651276,38102.0,212178.31871671253
84,AFG,201701,0.0053097888745423,0.0852975147396555,0.2189090471828466,0.0463821031276746,0.0147048052721228,0.0323643214678441,0.0523132595928948,0.058847216733234,0.0925180286452412,0.0072892085581115,0.0217377660642281,0.0940128297396521,0.0364311375762308,0.1030368940495259,0.1308460784905043,37005.0,206747.65497337
85,AFG,201702,0.0055652888468895,0.0862924420798795,0.2203797317933897,0.0441326312027952,0.0156662256616854,0.0318275318783011,0.0550218075623084,0.0603729256760077,0.0900145760168863,0.0068825125419776,0.0213813938065697,0.0924388423289,0.0352478027024213,0.1016727918767858,0.1331034967079283,36273.0,201671.12397869604
86,AFG,201703,0.0055966080692251,0.0877376474480959,0.2250892071661493,0.0438328728394657,0.0165370232576243,0.0301384716971198,0.056270306692566,0.0619113172705507,0.0879826250587204,0.0067177736258324,0.0205591789780236,0.0892834796262681,0.0364367899983797,0.0990498779473359,0.1328568208380312,38193.0,199529.89918295684
87,AFG,201704,0.0063156034905818,0.0874396918502219,0.2288177256264737,0.0429535528469889,0.0196284615781428,0.0290424545084694,0.0591987123999441,0.0620361745291184,0.0870839919596165,0.0067664340534254,0.0201513478677957,0.0859395487974307,0.0411078700403224,0.0953253995655985,0.1281930312052007,34071.0,193694.9193463655
